1457452860258520000	PaulSchmidinger	2021-11-07 21:00:14+00:00	Twitter Web App	None	None	None	0	Gleich geht's los! #ImZentrum
1457452886959480000	PaulSchmidinger	2021-11-07 21:00:21+00:00	Twitter Web App	None	None	None	0	Gleich geht's los mit ImZentrum
1457454027030020000	ExplainSimple	2021-11-07 21:04:52+00:00	Twitter Web App	None	222435529	ORFImZentrum	0	@ORFImZentrum Welchen radikalen Wandel es weltweit benötigt: "Die institutionelle Aufwertung der UNO in eine UNPA oder demokratisches Weltparlament!" In diesem Video habe ich das einfach erklärt, warum das so wichtig wäre: https://t.co/TTOxC3ogHf #imzentrum zur #Klimakrise. 🤝
1457455881650670000	YveBiskupska	2021-11-07 21:12:15+00:00	Twitter for Android	None	None	None	0	Club of Rome ... das des no wer kennt... Heute 1 Veetreter bei #imzentrum
1457457694214860000	StefanKaineder	2021-11-07 21:19:27+00:00	Twitter for iPhone	None	None	None	0	Jetzt geht’s los! Heute #imzentrum mit @reiterec und vielen spannenden Gästen zu Klima&amp;Energie diskutieren. Einschalten #ORF2 https://t.co/r1ypSAH77C
1457458009760750000	Tom_Peak	2021-11-07 21:20:42+00:00	Twitter Web App	None	None	None	0	you have a life or #imzentrum
1457458010083710000	ooegruene	2021-11-07 21:20:42+00:00	Twitter for Mac	None	None	None	0	RT @StefanKaineder: Jetzt geht’s los! Heute #imzentrum mit @reiterec und vielen spannenden Gästen zu Klima&amp;Energie diskutieren. Einschalten…
1457458332281840000	thereal_bjoern	2021-11-07 21:21:59+00:00	Twitter for iPhone	None	None	None	0	Ich finde, Greta Thunberg setzt wichtige Impulse, aber ihr Verständnis von demokratischen Prozessen zur Entscheidungsfindung sind fragwürdig #imzentrum
1457458408043560000	ORFImZentrum	2021-11-07 21:22:17+00:00	Twitter for Android	None	None	None	0	💬 „Die Preise sollten die ökologische Wahrheit sagen.“ - Ernst Ulrich von Weizsäcker, Umweltwissenschaftler und Ehrenpräsident des Club of Rome #imzentrum
1457458421473720000	partyheidi	2021-11-07 21:22:20+00:00	Twitter for Android	None	None	None	0	Okokok, nice Move mit KIZ als Musikauswahl für #imzentrum zum Thema Klimaschutz.
1457458432777370000	rewaka241259	2021-11-07 21:22:23+00:00	Twitter Web App	None	None	None	0	RT @StefanKaineder: Jetzt geht’s los! Heute #imzentrum mit @reiterec und vielen spannenden Gästen zu Klima&amp;Energie diskutieren. Einschalten…
1457458481955540000	creation_2011	2021-11-07 21:22:35+00:00	Twitter for iPhone	None	None	None	0	Ist #Hanger bei #imZentrum? https://t.co/cwq9KYWbv4
1457458490675530000	ORFImZentrum	2021-11-07 21:22:37+00:00	Twitter for Android	None	None	None	0	💬 „Wer heute beim Klimaschutz mutig nach vorne geht, wird morgen ein klarer Gewinner sein.“ - @StefanKaineder, stv. Bundessprecher Die Grünen #imzentrum
1457458570207890000	ORFImZentrum	2021-11-07 21:22:56+00:00	Twitter for Android	None	None	None	0	💬 „Eine klimagerechte Welt können wir nur mit einem Systemwandel erreichen.“ - Lena Schilling, Klima-Aktivistin #imzentrum
1457458594312600000	spindocAT	2021-11-07 21:23:01+00:00	Twitter for Android	None	None	None	0	RT @ORFImZentrum: 💬 „Wer heute beim Klimaschutz mutig nach vorne geht, wird morgen ein klarer Gewinner sein.“ - @StefanKaineder, stv. Bun…
1457458636091950000	StefanKaineder	2021-11-07 21:23:11+00:00	Twitter for iPhone	None	None	None	0	So ist es!
1457458684074850000	ORFImZentrum	2021-11-07 21:23:23+00:00	Twitter for Android	None	None	None	0	💬 „Wir müssen das Klima mit Hausverstand retten und nicht mit Klimaromantik.“ - Martin Ohneberg, Präsident der Industriellenvereinigung Vorarlberg und Aufsichtsratsvorsitzende Verbund AG #imzentrum
1457458720393330000	Sepsndepsn	2021-11-07 21:23:31+00:00	Twitter for Android	None	None	None	0	Hey immerhin haben sie bei #imzentrum heute 1 Frau eingeladen! Gratuliere!
1457458771911910000	ORFImZentrum	2021-11-07 21:23:44+00:00	Twitter for Android	None	None	None	0	💬 „Der radikalste Wandel ist der Klimawandel selbst.“ - @GernotWagner, Klimaökonom von der New York University #imzentrum
1457458805512400000	raphaelspoetta	2021-11-07 21:23:52+00:00	Tweetbot for iΟS	None	None	None	0	Wenn wir nicht rasch und entschlossen handeln, wird uns die Zeit für sinnvolle Maßnahmen ausgehen. Oder überhaupt für Maßnahmen. Es muss dringend regulierend eingegriffen werden #imzentrum
1457458903277620000	Bereraw	2021-11-07 21:24:15+00:00	Twitter Web App	None	None	None	0	#imZentrum Opener hat "Hurra, die Welt geht unter..." von K.I.Z.als inst. Background. Nice.
1457458912211390000	chri_gru	2021-11-07 21:24:17+00:00	Twitter for Android	None	None	None	0	✅ Hausverstand #imzentrum
1457459160560410000	lesbellesimage1	2021-11-07 21:25:16+00:00	Twitter for iPhone	None	None	None	0	warum ist @KRogenhofer nicht #imzentrum?
1457459192076420000	herbert_klaus6	2021-11-07 21:25:24+00:00	Twitter Web App	None	None	None	0	RT @StefanKaineder: So ist es!
1457459244668690000	michaelmingler	2021-11-07 21:25:36+00:00	Twitter for Android	None	None	None	0	Blabla Hausverstand blabla Romantik. Statement in der Vorstellung des Typs von der IV. #NoMoreBlahBlahBlah #imzentrum
1457459329888660000	RobertSteiner83	2021-11-07 21:25:57+00:00	Twitter for Android	None	None	None	0	Team Lena Schilling ✊🏻 #imzentrum
1457459335181870000	YveBiskupska	2021-11-07 21:25:58+00:00	Twitter Web App	None	None	None	0	warum machen viele Frauen kein Stimmtraining...? ich bekomme grad Ohrenbluten... #imzentrum
1457459406648520000	RR120_80	2021-11-07 21:26:15+00:00	Twitter Web App	None	None	None	0	ihr schaut eh #imzentrum für mich an, ja?
1457459427905310000	thereal_bjoern	2021-11-07 21:26:20+00:00	Twitter for iPhone	None	None	None	0	Wenn ich Systemwandel höre möchte ich schon gern wissen: zu was genau? #imzentrum
1457459456745390000	martinmargulies	2021-11-07 21:26:27+00:00	Twitter Web App	None	None	None	0	ein umstieg von fossiler auf erneuerbare energie wird nicht reichen, wenn global weiterhin auf #ausbeutung von mensch und natur gesetzt wird. #klimawandel #imzentrum
1457459589344020000	passtscho2	2021-11-07 21:26:59+00:00	Twitter for iPhone	None	None	None	0	Warum um Himmels Willen geht es bei #imzentrum heute uns Klima und nicht endlich mal mit einer sinnvollen Besetzung um zB eine Impfaufklärun?! Dann schau ich eben #annewill.
1457459694654610000	buchberger_k	2021-11-07 21:27:24+00:00	Twitter Web App	None	None	None	0	Klimarettung mit Hausverstand heißt: "Energieeinsparung, radikale Verhaltensänderung (und das heißt auch, dass sich alle einschränken müssen)
1457459741643390000	mauerfallkind	2021-11-07 21:27:35+00:00	Twitter for iPhone	None	None	None	0	RT @ORFImZentrum: 💬 „Eine klimagerechte Welt können wir nur mit einem Systemwandel erreichen.“ - Lena Schilling, Klima-Aktivistin #imzentr…
