id	user	created_at	source	in_reply_to_status_id	in_reply_to_user_id	in_reply_to_screen_name	retweet_count	text
1457480599040570000	TraudePinter	2021-11-07 22:50:28+00:00	Twitter Web App				0	RT @FBoschek: Ich weiß ja nicht, auf welchen Hausverstand Österreich noch warten soll. Seit über 30 Jahren reden sich Naturwissenschafter:i…
1457480704443480000	TraudePinter	2021-11-07 22:50:53+00:00	Twitter Web App				0	RT @rudifussi: Kaineder ist auch nicht mehr als ein Posterboy. Das ist viel zu wenig. Die junge Schilling ist da klarer. #imzentrum
1457480824392230000	TraudePinter	2021-11-07 22:51:21+00:00	Twitter Web App				0	👍
1457480909226110000	TraudePinter	2021-11-07 22:51:42+00:00	Twitter Web App				0	RT @ORFImZentrum: Der Energieverbrauch Österreichs im Jahr 2019 zeigt deutlich, dass wir nach wie vor zu 2/3 von fossilen Energieträgern ab…
1457480913579820000	Mhs_ThatFace	2021-11-07 22:51:43+00:00	Twitter for iPhone				0	RT @rudifussi: Unser Stromnetz ist nicht für massiven Ausbau von PV-Anlagen geeignet. Das Geld der Energiekonzerne fließt an Shareholder un…
1457481477004860000	sarah_hoef	2021-11-07 22:53:57+00:00	Twitter Web App				0	Das ist auch der Grund warum sowohl beim Impfen wie auch der #Klimakrise der Liberalismus versagt. Verantwortung funktioniert nur wenn sich eine ordentliche Mehrheit verantwortlich fühlt. Und das ist hierzulande eher eine Untugend 🤡
1457482334442330000	N1c3_37	2021-11-07 22:57:21+00:00	Chirp for Twitter watchOS				0	RT @ORFImZentrum: Der Energieverbrauch Österreichs im Jahr 2019 zeigt deutlich, dass wir nach wie vor zu 2/3 von fossilen Energieträgern ab…
1457482466436980000	wolf_kamp	2021-11-07 22:57:53+00:00	Twitter Web App				0	RT @ChrisGratzer: „Ziel des neugewählten New Yorker Bürgermeisters: 25 % der Straßen sollen geöffnet werden fürs Gehen, Radfahren, Taxis, Ö…
1457482493502920000	wolf_kamp	2021-11-07 22:57:59+00:00	Twitter Web App				0	RT @j_puehringer: „Wir können nicht Autos durch Autos ersetzen, es braucht einen Ausbau der öffentlichen Verkehrsmittel, dass es raschelt.…
1457482517276200000	zeigeauf	2021-11-07 22:58:05+00:00	Twitter for Android				0	.@StefanKaineder: Ihre Argumentation heute imZentrum war gut. Aber sie wäre VIEL besser gewesen, wenn sie auf die Frage warum es so lange dauert, klar gesagt hätten, dass es schwer ist Eure Wünsche b Koalitionspartner durchzusetzen und
1457482563363250000	wolf_kamp	2021-11-07 22:58:16+00:00	Twitter Web App				0	RT @VCOE_AT: Kfz-Verkehr verbraucht nicht nur viel Platz, sondern frisst auch sehr viel Energie. Energieverbrauch des Verkehrs reduzieren h…
1457482743760270000	grafkaroly	2021-11-07 22:58:59+00:00	Twitter Web App				0	RT @ChrisGratzer: „Ziel des neugewählten New Yorker Bürgermeisters: 25 % der Straßen sollen geöffnet werden fürs Gehen, Radfahren, Taxis, Ö…
1457482880351800000	wolf_kamp	2021-11-07 22:59:32+00:00	Twitter Web App				0	RT @KIlIeou: Adam Smith’s unsichtbare Hand hat keinen grünen Daumen, sagt Lena Schilling. Ja, wir müssen stark, politisch gemeinsam eingrei…
1457482989248590000	wolf_kamp	2021-11-07 22:59:58+00:00	Twitter Web App				0	RT @KIlIeou: Beste Schlussworte für #imzentrum zur #Klimakrise: Grüße an die #lobaubleibt-Besetzer:innen, die derzeit Speerspitze für echte…
1457483008085300000	TrendingDLand	2021-11-07 23:00:02+00:00	Top Trending Topics Deutschland				0	imzentrum ist nr.9 trending hashtag in DE in letzten 4 Stunden. https://t.co/tfona6K8Bz #imzentrum
1457483112728960000	wolf_kamp	2021-11-07 23:00:27+00:00	Twitter Web App				0	RT @ChrisGratzer: Apropos Bevölkerung hinter uns. Laut repräsentativer MARKET-Umfrage ist Mehrheit von Österreichs Bevölkerung gegen weiter…
1457483172137020000	chpfat	2021-11-07 23:00:41+00:00	Twitter for iPhone				0	Etwa 20% des geernteten Holzes wird direkt energetisch verwertet. 80% wird industriell verarbeitet, dabei fällt zusätzliches Energieholz an. Da nach Österreich Rundholz importiert und zu Produkten verarbeitet (80% Export) wird kommen nochmals große Mengen Energieholz dazu. https://t.co/9j6eitbThx
1457483184812260000	alf1alf	2021-11-07 23:00:44+00:00	Twitter for iPhone				0	RT @sarah_hoef: Das ist auch der Grund warum sowohl beim Impfen wie auch der #Klimakrise der Liberalismus versagt. Verantwortung funktionie…
1457483247521340000	anjadrechsler	2021-11-07 23:00:59+00:00	Twitter for iPhone				0	RT @maciejpalucki: Wissenschaftliche Evidenz &gt; Hausverstand #imzentrum
1457483521442910000	wolf_kamp	2021-11-07 23:02:04+00:00	Twitter Web App				0	RT @KIlIeou: Wer nach #imzentrum mehr von @GernotWagner hören möchte hat morgen in Wien die Gelegenheit. Ich freue mich schon sehr. https:/…
1457483619790890000	zeigeauf	2021-11-07 23:02:28+00:00	Twitter for Android				0	"und es lang dauert einen Kompromiss zu finden. Denn viele ehemalige Grünwähler halten Euch für feige JA-Sager. Niemand von Euch sagt "" wenn wir mehr Stimmen bekommen können wir mehr durchsetzen"
